city,day_type,room_type,bedrooms,person_capacity,room_shared,room_private,host_is_superhost,multi,biz,realSum,cleanliness_rating,guest_satisfaction_overall,lng,lat,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,city_avg_price,distance_bin,metro_accessibility,airport_distance_km,airport_distance_bin,price_per_person,population,tourist_arrivals,tourism_pressure_ratio
amsterdam,weekdays,Entire home/apt,1,2.0,False,False,False,0,0,355.025425913341,9.0,90.0,4.91113,52.36575,1.4833705939880382,0.5362382328069959,334.9827096193536,17.737557054546834,370.0144622609633,25.783140078027184,563.3780253180049,1-2km (Inner City),500m-1km (Good),11.851426611285431,10-25km (Moderate),177.5127129566705,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,2,4.0,False,False,False,0,0,1044.6886790242074,10.0,98.0,4.9075,52.36296,1.505923967249401,0.175794704274626,304.2793955189664,16.11179617202806,364.8628248274522,25.42416656988969,563.3780253180049,1-2km (Inner City),<500m (Excellent),11.477897460077283,10-25km (Moderate),261.17216975605186,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,3,4.0,False,False,False,0,0,847.8428983197807,10.0,98.0,4.876519999999999,52.36806,1.2673284617211298,1.1579997481608375,363.9941230528616,19.2737306725662,480.5837857043598,33.487769614002346,563.3780253180049,1-2km (Inner City),1-2km (Moderate),10.112688918226523,10-25km (Moderate),211.96072457994518,872680,9000000,10.3130586240088
amsterdam,weekdays,Private room,1,2.0,False,True,True,1,0,373.7726431232864,10.0,98.0,4.884,52.38,0.9750693378669916,1.1049968776580508,355.61261086919126,18.82992403332156,528.5806222734936,36.83225824021007,563.3780253180049,<1km (City Core),1-2km (Moderate),11.384317531642385,10-25km (Moderate),186.8863215616432,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,1,4.0,False,False,False,1,0,613.268342980339,9.0,84.0,4.89248,52.375240000000005,0.2272606763176075,0.4598073595219026,562.2653057068021,29.77232153593643,798.406769982853,55.63413241722065,563.3780253180049,<1km (City Core),<500m (Excellent),11.455078226884048,10-25km (Moderate),153.31708574508474,872680,9000000,10.3130586240088
amsterdam,weekdays,Private room,1,2.0,False,True,True,0,0,238.3239987814309,10.0,98.0,4.97698,52.36234,5.839438156140002,3.833064537056145,73.91623294810046,3.913913648450464,92.56920790862506,6.450355588362909,563.3780253180049,>5km (Periphery),>2km (Limited),15.662876216359297,10-25km (Moderate),119.16199939071545,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,1,2.0,False,False,False,0,0,430.24863496824696,10.0,97.0,4.85087,52.38181,3.0295222155851818,0.9112465307319396,139.93497055858356,7.409649671261135,176.924588754213,12.32835988956555,563.3780253180049,3-5km (Outer Zone),500m-1km (Good),10.058699542772656,10-25km (Moderate),215.12431748412348,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,2,3.0,False,False,False,0,1,347.9952194596115,6.0,77.0,4.84034,52.35015,4.416816886287283,0.4468093520238611,117.23106924112592,6.207463010830767,148.95235287614554,10.379214249330616,563.3780253180049,3-5km (Outer Zone),<500m (Excellent),6.952215825817591,5-10km (Close),115.99840648653718,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,1,2.0,False,False,False,0,0,330.4197033252877,10.0,98.0,4.85619,52.3778,2.564051903620257,1.2481531877884884,167.55416029598223,8.872104119504572,209.16777263992552,14.57511133167701,563.3780253180049,2-3km (Mid-Range),1-2km (Moderate),9.925791960172404,5-10km (Close),165.20985166264384,872680,9000000,10.3130586240088
amsterdam,weekdays,Entire home/apt,2,4.0,False,False,True,1,0,1179.6686429358142,10.0,99.0,4.88428,52.37163,0.6265683252747638,0.5815343983346937,542.7479130720643,28.73886262754072,676.5727447959276,47.144562256990206,563.3780253180049,<1km (City Core),500m-1km (Good),10.770990951493895,10-25km (Moderate),294.91716073395355,872680,9000000,10.3130586240088
amsterdam,weekdays,Private room,1,2.0,False,True,True,1,0,259.1802779274952,10.0,98.0,4.859,52.331,5.241484167950498,0.6712405206030825,100.42265312358684,5.317446209007785,124.57652303682862,8.68067135610174,563.3780253180049,>5km (Periphery),500m-1km (Good),6.927673252156043,5-10km (Close),129.5901389637476,872680,9000000,10.3130586240088
